,제조사,모델,연식,주행거리,연료,변속기,기통,구동방식,등급,유형,색상,상태,가격
60699,honda,civic,2008.0,348268,휘발유,자동,4,후륜구동,준중형,세단,파란색,훌륭함,4194000
60700,honda,cr-v,2015.0,217546,휘발유,자동,4,사륜구동,대형,SUV,파란색,좋음,15478800
60701,honda,cr-v,2015.0,217546,휘발유,자동,4,사륜구동,대형,SUV,파란색,좋음,15478800
60702,toyota,tacoma,2014.0,121905,휘발유,자동,4,전륜구동,대형,트럭,검은색,좋음,22080000
60703,bmw,x3,2014.0,137571,휘발유,자동,6,사륜구동,대형,SUV,회색,좋음,18360000
60704,acura,rdx,2010.0,161743,휘발유,자동,4,사륜구동,대형,SUV,회색,좋음,12240000
60705,mitsubishi,outlander sport,2013.0,163120,휘발유,자동,4,사륜구동,대형,SUV,흰색,좋음,10078800
60706,audi,a5,2012.0,133228,휘발유,자동,4,사륜구동,중형,쿠페,흰색,좋음,16318800
60707,honda,cr-v,2011.0,160222,휘발유,자동,4,사륜구동,대형,SUV,회색,좋음,12958800
60708,dodge,journey,2016.0,129751,휘발유,자동,6,사륜구동,대형,SUV,회색,좋음,15958800
60709,ford,escape,2011.0,190753,휘발유,자동,6,사륜구동,중형,SUV,은색,좋음,10194000
60710,ford,escape xlt,2011.0,160029,휘발유,자동,6,사륜구동,중형,SUV,파란색,좋음,10794000
60711,ford,taurus interceptor,2014.0,202968,휘발유,자동,6,사륜구동,대형,세단,파란색,좋음,7194000
60712,buick,park avenue,1996.0,263876,휘발유,자동,6,후륜구동,대형,세단,파란색,나쁨,2400000
60713,nissan,pathfinder se 4wd,2005.0,206439,휘발유,자동,6,사륜구동,중형,SUV,빨간색,좋음,6240000
60714,honda,civic,2007.0,312950,휘발유,자동,4,후륜구동,준중형,세단,은색,훌륭함,1200000
60715,chevrolet,express 3500,2020.0,12469,휘발유,자동,8,전륜구동,대형,밴,흰색,좋음,27480000
60716,saturn,sl1,1996.0,63460,휘발유,자동,4,후륜구동,소형,세단,갈색,새거같음,4200000
60717,bmw,6-series,2012.0,24947,휘발유,자동,8,전륜구동,중형,컨버터블,은색,좋음,39838800
60718,infiniti,qx60,2014.0,249406,휘발유,자동,6,사륜구동,대형,SUV,검은색,좋음,14878800
60719,audi,a5,2012.0,133228,휘발유,자동,4,사륜구동,중형,쿠페,흰색,좋음,16318800
60720,honda,civic,2012.0,246432,휘발유,기타,4,전륜구동,중형,쿠페,빨간색,좋음,11278800
60721,toyota,highlander,2014.0,133135,휘발유,자동,6,사륜구동,대형,SUV,파란색,좋음,25560000
60722,chevrolet,sonic lt turbo,2013.0,242959,휘발유,자동,4,후륜구동,준중형,세단,검은색,훌륭함,6240000
60723,chevrolet,sonic lt turbo,2013.0,242959,휘발유,자동,4,후륜구동,준중형,세단,검은색,훌륭함,6240000
60724,rover,p38 lwb,1999.0,254062,휘발유,자동,8,사륜구동,대형,SUV,빨간색,훌륭함,7800000
60725,toyota,camry,2015.0,40167,휘발유,자동,4,후륜구동,대형,세단,빨간색,훌륭함,19200000
60726,ford,escape hybrid,2009.0,99,하이브리드,자동,4,후륜구동,대형,SUV,회색,새거같음,9900000
60727,chevrolet,cobalt lt,2010.0,222,휘발유,자동,4,후륜구동,대형,세단,파란색,새거같음,5700000
60728,ford,fusion hybrid sedan,2012.0,188639,하이브리드,자동,4,후륜구동,중형,세단,검은색,훌륭함,5994000
60729,toyota,sienna,2012.0,247625,휘발유,자동,6,후륜구동,대형,밴,초록색,좋음,11994000
60730,jeep,patriot,2015.0,179757,휘발유,자동,4,사륜구동,대형,SUV,검은색,좋음,11994000
60731,jeep,grand cherokee,2012.0,214962,휘발유,자동,6,사륜구동,대형,SUV,파란색,좋음,13194000
60732,honda,odyssey,2008.0,250682,휘발유,자동,6,후륜구동,대형,밴,흰색,좋음,6960000
60733,gmc,terrain,2014.0,211277,휘발유,자동,4,후륜구동,대형,SUV,파란색,좋음,10794000
60734,jeep,liberty,2010.0,191631,휘발유,자동,6,사륜구동,대형,SUV,검은색,좋음,10200000
60735,honda,odyssey,2008.0,242226,휘발유,자동,6,후륜구동,대형,밴,갈색,좋음,7800000
60736,nissan,murano,2007.0,214077,휘발유,자동,6,사륜구동,대형,SUV,검은색,좋음,8394000
60737,chevrolet,corvette,2007.0,135156,휘발유,자동,8,전륜구동,중형,컨버터블,검은색,좋음,24600000
60738,lincoln,town car executive,2007.0,78570,휘발유,자동,8,전륜구동,중형,세단,검은색,좋음,7080000
60739,honda,accord ex coupe 2d,2012.0,120675,휘발유,자동,4,후륜구동,준중형,쿠페,검은색,훌륭함,12000000
60740,ford,expedition,2003.0,228478,휘발유,자동,8,사륜구동,대형,SUV,초록색,훌륭함,5400000
60741,chevrolet,silverado 3500hd,2011.0,239741,경유,자동,8,사륜구동,대형,픽업트럭,흰색,좋음,27000000
60742,cadillac,coupe deville,1977.0,38616,휘발유,자동,8,전륜구동,대형,세단,초록색,새거,42000000
60743,toyota,sienna,2011.0,284793,휘발유,자동,4,후륜구동,대형,밴,갈색,좋음,9000000
60744,gmc,sierra 2500hd,2005.0,289620,휘발유,자동,6,사륜구동,대형,픽업트럭,검은색,좋음,11400000
60745,audi,a5 2.0t premium plus,2016.0,124766,휘발유,수동,4,사륜구동,중형,쿠페,흰색,좋음,28797600
60746,ford,f250,2007.0,213997,휘발유,자동,8,사륜구동,대형,트럭,파란색,좋음,15000000
60747,nissan,rogue,2009.0,164118,휘발유,자동,4,사륜구동,중형,세단,회색,새거같음,9600000
60748,chevrolet,silverado 3500 crewcab,2012.0,355518,휘발유,자동,8,전륜구동,대형,트럭,주황색,좋음,15600000
60749,honda,accord lx sedan,2010.0,151414,휘발유,자동,4,후륜구동,대형,세단,파란색,훌륭함,9840000
60750,mercedes-benz,benz 300sd,1983.0,293196,경유,자동,5,전륜구동,대형,세단,은색,좋음,4380000
60751,cadillac,deville,2004.0,214774,휘발유,자동,8,후륜구동,대형,세단,검은색,훌륭함,5160000
60752,ford,f-150,2005.0,394205,휘발유,자동,8,사륜구동,대형,픽업트럭,초록색,훌륭함,7198800
60753,ram,5500,2015.0,129899,경유,자동,6,사륜구동,대형,트럭,흰색,좋음,53988000
60754,ford,f-550,2013.0,83772,경유,자동,8,전륜구동,대형,트럭,흰색,좋음,41988000
60755,ford,super duty f-650 straight frame,2016.0,119809,경유,자동,8,전륜구동,대형,트럭,흰색,좋음,45588000
60756,ford,super duty f-650 straight frame,2017.0,137025,경유,자동,8,전륜구동,대형,트럭,흰색,좋음,49188000
60757,ford,super duty f-650 straight frame,2017.0,151011,경유,자동,8,전륜구동,대형,트럭,흰색,좋음,47988000
60758,ford,super duty f-650 straight frame,2016.0,144383,경유,자동,8,전륜구동,대형,트럭,흰색,좋음,44388000
60759,ford,super duty f-450 drw,2011.0,221206,경유,자동,8,사륜구동,대형,트럭,흰색,좋음,35988000
60760,ford,econoline,2012.0,109122,휘발유,자동,8,전륜구동,대형,트럭,흰색,좋음,19188000
60761,ford,f150 supercab xlt 4x4,2006.0,347544,휘발유,자동,8,사륜구동,대형,픽업트럭,은색,훌륭함,9180000
60762,honda,accord,2007.0,298630,휘발유,자동,4,후륜구동,준중형,쿠페,검은색,훌륭함,4800000
60763,ford,taurus se,2006.0,239518,휘발유,자동,6,후륜구동,대형,세단,회색,나쁨,2820000
60764,honda,accord ex-l,2011.0,250674,휘발유,자동,4,후륜구동,중형,세단,흰색,좋음,8520000
60765,volkswagen,gti,2006.0,339499,휘발유,수동,4,후륜구동,준중형,해치백,빨간색,좋음,3000000
60766,nissan,sentra,2005.0,251004,휘발유,자동,4,후륜구동,준중형,세단,파란색,좋음,2280000
60767,pontiac,g6 gxp,2008.0,213372,휘발유,자동,6,후륜구동,중형,세단,회색,좋음,5040000
60768,hyundai,accent,2010.0,101367,휘발유,자동,4,후륜구동,준중형,해치백,파란색,좋음,4674000
60769,chevrolet,silverado 2500hd,2016.0,176621,휘발유,자동,8,사륜구동,대형,트럭,검은색,좋음,36000000
60770,ford,super duty f-250 srw,2016.0,193915,휘발유,자동,8,사륜구동,대형,트럭,회색,좋음,28794000
60771,toyota,corolla,2006.0,261623,휘발유,수동,4,후륜구동,준중형,세단,검은색,훌륭함,4194000
60772,chevrolet,silverado 1500 lt 4x4,2017.0,46661,휘발유,자동,6,사륜구동,대형,트럭,검은색,좋음,43794000
60773,ram,1500 big horn,2015.0,134351,휘발유,자동,8,사륜구동,대형,트럭,검은색,훌륭함,33354000
60774,honda,civic lx-s,2009.0,133,휘발유,자동,4,후륜구동,중형,세단,빨간색,새거같음,9540000
60775,toyota,corolla le,2001.0,149295,휘발유,자동,4,후륜구동,중형,세단,은색,훌륭함,5394000
60776,ram,3500,2004.0,149476,경유,자동,6,사륜구동,대형,픽업트럭,빨간색,좋음,27000000
60777,ford,focus,2010.0,221720,휘발유,자동,4,후륜구동,중형,세단,빨간색,훌륭함,6000000
60778,gmc,stake body,1980.0,43864,휘발유,수동,8,전륜구동,대형,트럭,빨간색,나쁨,1800000
60779,ford,taurus interceptor,2014.0,202968,휘발유,자동,6,사륜구동,대형,세단,파란색,좋음,7800000
60780,chrysler,town country,2009.0,199516,휘발유,자동,6,후륜구동,대형,밴,은색,좋음,5040000
60781,ram,1500,2014.0,196298,경유,자동,6,전륜구동,대형,트럭,흰색,좋음,11940000
60782,honda,crv,2014.0,100562,휘발유,자동,4,사륜구동,중형,SUV,회색,좋음,13800000
60783,cadillac,fleetwood,1967.0,85598,휘발유,자동,8,전륜구동,대형,세단,회색,좋음,14400000
60784,jeep,grand cherokee altitude,2017.0,127271,휘발유,자동,6,사륜구동,중형,SUV,흰색,좋음,32394000
60785,gmc,3500 van,2003.0,254212,휘발유,자동,8,전륜구동,대형,밴,흰색,좋음,7800000
60786,nissan,altima,2015.0,127645,휘발유,자동,4,후륜구동,중형,세단,회색,좋음,2640000
60787,ford,focus,2015.0,59618,휘발유,자동,4,후륜구동,준중형,세단,흰색,좋음,2400000
60788,jeep,patriot,2014.0,150264,휘발유,자동,4,사륜구동,중형,SUV,검은색,좋음,2160000
60789,toyota,corolla,2013.0,110839,휘발유,자동,4,후륜구동,중형,세단,검은색,좋음,2880000
60790,mazda,5,2013.0,125611,휘발유,자동,4,후륜구동,중형,미니밴,파란색,좋음,2160000
60791,chevrolet,impala,2012.0,129334,휘발유,자동,6,후륜구동,대형,세단,검은색,좋음,1920000
60792,chevrolet,cruze,2011.0,167344,휘발유,자동,4,후륜구동,중형,세단,흰색,좋음,1920000
60793,dodge,journey,2015.0,136740,휘발유,자동,4,사륜구동,대형,웨건,회색,훌륭함,3600000
60794,toyota,camry,2009.0,165582,휘발유,자동,4,후륜구동,중형,세단,회색,좋음,1920000
60795,gmc,3500 van,2003.0,254212,휘발유,자동,8,전륜구동,대형,밴,흰색,좋음,7800000
60796,honda,accord,2008.0,319869,휘발유,자동,4,후륜구동,중형,세단,은색,훌륭함,5394000
60797,chevrolet,silverado,2017.0,63439,경유,자동,8,사륜구동,대형,트럭,은색,새거같음,52680000
60798,chevrolet,3500,2002.0,246426,휘발유,자동,8,전륜구동,대형,트럭,흰색,좋음,5394000
60799,bmw,328i xdrive,2016.0,49879,휘발유,자동,4,사륜구동,중형,세단,회색,훌륭함,25800000
60800,ram,3500,2005.0,127482,경유,자동,6,전륜구동,대형,픽업트럭,검은색,훌륭함,23994000
60801,chevrolet,astro cargo van,1999.0,87695,휘발유,자동,6,전륜구동,중형,기타,흰색,좋음,9594000
60802,bmw,3 series,2005.0,159291,휘발유,자동,4,후륜구동,대형,세단,검은색,훌륭함,5730000
60803,lexus,ls430,2006.0,180208,휘발유,자동,8,전륜구동,대형,세단,회색,훌륭함,11400000
60804,bmw,328ix,2008.0,2505213,휘발유,자동,6,사륜구동,대형,웨건,회색,좋음,8280000
60805,mazda,6,2005.0,123893,휘발유,자동,6,후륜구동,대형,세단,검은색,좋음,7680000
60806,mazda,6,2004.0,193080,휘발유,수동,6,후륜구동,중형,세단,은색,좋음,4320000
60807,chevrolet,aveo,2009.0,183426,휘발유,수동,4,후륜구동,준중형,세단,은색,좋음,5280000
60808,dodge,stratus se,2002.0,235052,휘발유,자동,4,후륜구동,중형,세단,갈색,좋음,3060000
60809,lincoln,mkx awd,2011.0,231760,휘발유,자동,6,사륜구동,중형,SUV,갈색,좋음,9000000
60810,ford,f250 super duty,2002.0,175381,휘발유,자동,8,사륜구동,대형,픽업트럭,흰색,좋음,10500000
60811,chrysler,pt cruiser limited,2004.0,170554,휘발유,자동,4,후륜구동,준중형,해치백,기타,좋음,2880000
60812,honda,civic lx,2012.0,200928,휘발유,자동,4,후륜구동,중형,세단,흰색,훌륭함,8396400
60813,jeep,liberty sport 4x4,2008.0,320208,휘발유,자동,6,사륜구동,대형,SUV,갈색,좋음,4314000
60814,ram,1500,2007.0,174148,휘발유,자동,8,사륜구동,대형,픽업트럭,파란색,훌륭함,15480000
60815,ford,f250 xlt,2007.0,299274,경유,자동,8,사륜구동,대형,픽업트럭,빨간색,훌륭함,24000000
60816,mazda,miata,1996.0,370070,휘발유,수동,4,전륜구동,준중형,기타,빨간색,나쁨,2400000
60817,honda,civic lx 4d sedan,2016.0,30603,휘발유,자동,4,후륜구동,준중형,세단,회색,새거같음,17040000
60818,toyota,rav4,2017.0,64197,휘발유,자동,4,사륜구동,준중형,SUV,보라색,훌륭함,23880000
60819,honda,pilot ex-l,2008.0,347544,휘발유,자동,6,사륜구동,대형,SUV,회색,좋음,4500000
60820,chrysler,200s,2012.0,144810,휘발유,기타,6,후륜구동,중형,세단,흰색,훌륭함,9480000
60821,chevrolet,tahoe hybrid,2008.0,268703,하이브리드,자동,8,사륜구동,대형,SUV,갈색,훌륭함,9360000
60822,ford,focus hatchback,2016.0,132259,휘발유,자동,4,후륜구동,중형,해치백,검은색,좋음,8394000
60823,ford,f250,1993.0,265485,휘발유,자동,8,사륜구동,대형,픽업트럭,검은색,좋음,6000000
60824,chevrolet,silverado 3500hd,2016.0,51488,휘발유,자동,8,사륜구동,대형,트럭,흰색,새거같음,49200000
60825,mercedes-benz,sl320,1994.0,122284,휘발유,자동,6,전륜구동,준중형,컨버터블,흰색,훌륭함,10680000
60826,ford,escape xlt 4x4,2002.0,160900,휘발유,자동,6,사륜구동,대형,SUV,은색,훌륭함,4200000
60827,chevrolet,equinox,2008.0,281575,휘발유,자동,6,사륜구동,대형,SUV,빨간색,훌륭함,4200000
60828,nissan,altima,2005.0,225260,휘발유,자동,4,후륜구동,대형,세단,은색,훌륭함,5040000
60829,dodge,nitro sxt,2008.0,225260,휘발유,자동,6,사륜구동,대형,SUV,흰색,훌륭함,7200000
60830,nissan,murano,2009.0,205952,휘발유,자동,6,사륜구동,중형,SUV,회색,새거같음,8160000
60831,mitsubishi,lancer ralliart,2010.0,130668,휘발유,자동,4,사륜구동,중형,세단,흰색,좋음,10740000
60832,ford,e350,2003.0,236523,경유,자동,8,전륜구동,대형,트럭,흰색,훌륭함,7200000
60833,dodge,charger hellcat daytona,2020.0,1705,휘발유,자동,8,전륜구동,대형,세단,흰색,새거같음,81480000
60834,bmw,e39 m5,2001.0,378115,휘발유,수동,8,전륜구동,중형,세단,회색,훌륭함,16800000
60835,jeep,cherokee latitude,2020.0,543,휘발유,자동,4,사륜구동,준중형,SUV,흰색,새거같음,29400000
60836,jeep,cherokee latitude,2020.0,1654,휘발유,자동,4,사륜구동,준중형,SUV,회색,새거같음,29400000
60837,ram,3500,1998.0,262267,휘발유,자동,10,사륜구동,대형,트럭,검은색,좋음,16200000
60838,jeep,cherokee latitude,2020.0,112,휘발유,자동,4,사륜구동,준중형,SUV,회색,새거같음,29880000
60839,subaru,outback,2012.0,201609,휘발유,자동,6,사륜구동,중형,웨건,은색,훌륭함,11880000
60840,mercury,grand marquis,2003.0,312146,휘발유,자동,8,전륜구동,대형,세단,은색,좋음,2040000
60841,chevrolet,silverado 1500,2005.0,279240,휘발유,자동,8,전륜구동,대형,픽업트럭,흰색,훌륭함,9000000
60842,gmc,sierra 1500,2017.0,38455,휘발유,자동,8,사륜구동,대형,트럭,갈색,훌륭함,43794000
60843,jeep,renegade,2017.0,111021,휘발유,자동,8,사륜구동,대형,SUV,검은색,훌륭함,23998800
60844,cadillac,xts,2013.0,103136,휘발유,자동,6,후륜구동,대형,세단,검은색,훌륭함,18000000
60845,chevrolet,corvette,2013.0,13851,휘발유,자동,8,전륜구동,대형,쿠페,빨간색,훌륭함,38400000
60846,ram,2500,2019.0,202,휘발유,자동,8,사륜구동,대형,픽업트럭,회색,새거같음,57600000
60847,jeep,gladiator,2020.0,5269,휘발유,자동,6,사륜구동,중형,픽업트럭,검은색,새거같음,58200000
60848,subaru,outback 2.5i,2008.0,230891,휘발유,자동,4,사륜구동,중형,해치백,회색,훌륭함,8370000
60849,chevrolet,malibu,2012.0,122121,휘발유,자동,4,후륜구동,중형,세단,검은색,훌륭함,7080000
60850,mercedes-benz,sprinter 1500 cargo,2019.0,4188,휘발유,자동,4,전륜구동,대형,밴,회색,새거같음,42600000
60851,ford,f-250 super duty,2005.0,313755,경유,자동,8,사륜구동,대형,트럭,검은색,좋음,25200000
60852,mercedes-benz,benz ml350,2011.0,126600,휘발유,자동,6,사륜구동,대형,SUV,검은색,새거같음,16800000
60853,toyota,corolla,2003.0,136765,휘발유,자동,4,후륜구동,준중형,세단,검은색,좋음,5266800
60854,ford,explorer sport 4x4,2016.0,110219,휘발유,자동,6,사륜구동,대형,SUV,검은색,훌륭함,26398800
60855,honda,cr-v,2008.0,220046,휘발유,자동,4,사륜구동,대형,SUV,파란색,좋음,11985600
60856,kia,sorento,2011.0,214783,휘발유,자동,4,사륜구동,대형,SUV,기타,좋음,13185600
60857,kia,sportage,2014.0,218825,휘발유,자동,6,후륜구동,대형,SUV,갈색,좋음,11985600
60858,hyundai,tucson,2008.0,162409,휘발유,자동,6,사륜구동,대형,SUV,파란색,좋음,10785600
60859,ford,edge,2007.0,156298,휘발유,자동,6,사륜구동,대형,SUV,흰색,좋음,11985600
60860,chevrolet,equinox,2010.0,261362,휘발유,자동,4,사륜구동,대형,SUV,은색,좋음,9585600
60861,subaru,wrx,2004.0,271921,휘발유,자동,4,사륜구동,중형,웨건,은색,훌륭함,7080000
60862,jeep,liberty sport 4x4,2008.0,320208,휘발유,자동,6,사륜구동,대형,SUV,갈색,좋음,4314000
60863,ford,fusion,2008.0,189958,휘발유,자동,4,후륜구동,대형,세단,빨간색,훌륭함,4788000
60864,mazda,6 grand touring,2009.0,128720,휘발유,자동,4,후륜구동,대형,세단,회색,좋음,5400000
60865,chevrolet,malibu maxx lt,2004.0,82059,휘발유,자동,6,후륜구동,대형,세단,빨간색,좋음,4440000
60866,dodge,challenger,2019.0,16090,휘발유,자동,6,사륜구동,중형,쿠페,보라색,새거같음,33594000
60867,acura,tsx,2007.0,138169,휘발유,자동,4,후륜구동,대형,세단,파란색,훌륭함,10798800
60868,audi,a5 2.0t quattro,2010.0,140412,휘발유,자동,4,사륜구동,중형,쿠페,은색,훌륭함,13198800
60869,ford,f250 super duty,2016.0,74818,경유,자동,8,사륜구동,대형,픽업트럭,흰색,좋음,47400000
60870,mercedes-benz,benz ml350 4matic,2013.0,146549,휘발유,자동,6,사륜구동,대형,SUV,파란색,새거같음,22798800
60871,mercedes-benz,benz c300 4matic,2013.0,109074,휘발유,자동,6,사륜구동,대형,세단,검은색,새거같음,19198800
60872,honda,accord ex,2008.0,561541,휘발유,자동,4,후륜구동,대형,세단,흰색,나쁨,3600000
60873,audi,a4,2012.0,184502,휘발유,자동,4,사륜구동,중형,세단,검은색,훌륭함,10798800
60874,bmw,550i gt,2010.0,4987,휘발유,자동,8,전륜구동,중형,세단,검은색,훌륭함,32400000
60875,subaru,outback,2006.0,353980,휘발유,수동,4,사륜구동,대형,웨건,은색,좋음,3840000
60876,audi,a3,2015.0,72405,휘발유,자동,4,후륜구동,중형,세단,은색,새거같음,21000000
60877,toyota,camry,2001.0,248429,휘발유,자동,6,후륜구동,중형,세단,은색,좋음,5280000
60878,mitsubishi,galant,2005.0,197907,휘발유,자동,4,후륜구동,중형,세단,은색,좋음,4740000
60879,kia,spectra ex,2007.0,193964,휘발유,자동,4,후륜구동,중형,세단,파란색,좋음,6360000
60880,ford,focus se,2010.0,160739,휘발유,자동,4,후륜구동,중형,세단,흰색,좋음,7680000
60881,kia,sedona ex,2005.0,223586,휘발유,자동,6,후륜구동,대형,미니밴,갈색,좋음,4320000
60882,ford,fiesta se,2011.0,197408,휘발유,자동,4,후륜구동,중형,세단,초록색,좋음,8040000
60883,volvo,xc90,2006.0,232484,휘발유,자동,6,사륜구동,대형,SUV,검은색,좋음,7080000
60884,mercury,sable,2004.0,123893,휘발유,자동,6,후륜구동,대형,세단,은색,좋음,4080000
60885,chevrolet,impala,2006.0,215606,휘발유,자동,6,후륜구동,대형,세단,갈색,좋음,8280000
60886,chrysler,pt cruiser,2001.0,207561,휘발유,자동,4,후륜구동,준중형,웨건,검은색,좋음,3240000
60887,jeep,grand cherokee laredo 4wd,2013.0,157682,휘발유,자동,6,사륜구동,대형,SUV,검은색,훌륭함,16198800
60888,bmw,530xi 5 series x drive,2007.0,133547,휘발유,자동,6,사륜구동,대형,세단,회색,훌륭함,8998800
60889,jeep,grand cherokee,2014.0,149620,휘발유,자동,6,사륜구동,대형,SUV,검은색,훌륭함,17880000
60890,jeep,liberty sport 4x4,2011.0,173,휘발유,자동,6,사륜구동,대형,세단,빨간색,훌륭함,10198800
60891,mazda,6 touring,2014.0,172,휘발유,자동,4,후륜구동,대형,세단,검은색,훌륭함,11998800
60892,ford,ranger,2003.0,137526,휘발유,자동,6,사륜구동,대형,트럭,기타,좋음,11998800
60893,jeep,wrangler,2008.0,172163,휘발유,자동,6,사륜구동,중형,SUV,검은색,나쁨,9480000
60894,mercedes-benz,sprinter 2500 van,2013.0,88495,경유,자동,6,전륜구동,대형,밴,흰색,나쁨,18000000
60895,ram,1500,2002.0,300883,휘발유,자동,8,사륜구동,대형,픽업트럭,검은색,좋음,7194000
60896,toyota,4runner limited,1997.0,248384,휘발유,자동,6,사륜구동,중형,SUV,빨간색,훌륭함,15480000
60897,subaru,impreza,2005.0,194689,휘발유,자동,4,사륜구동,준중형,세단,은색,좋음,3300000
60898,ford,taurus,2003.0,75623,휘발유,자동,6,후륜구동,대형,세단,빨간색,훌륭함,7800000
60899,volkswagen,eos,2008.0,159934,휘발유,자동,5,후륜구동,준중형,쿠페,흰색,좋음,6840000
60900,chevrolet,aveo,2008.0,178599,휘발유,자동,4,후륜구동,중형,세단,회색,좋음,5520000
60901,nissan,sentra,2010.0,178599,휘발유,자동,4,후륜구동,중형,세단,검은색,좋음,6960000
60902,ford,probe,1996.0,135156,휘발유,자동,4,후륜구동,중형,쿠페,회색,좋음,2640000
60903,chevrolet,tracker,2003.0,168945,휘발유,자동,4,전륜구동,중형,SUV,은색,나쁨,3480000
60904,kia,sedona,2002.0,297085,휘발유,자동,6,후륜구동,대형,미니밴,파란색,좋음,3120000
60905,chevrolet,trailblazer,2004.0,239901,휘발유,자동,6,사륜구동,대형,SUV,빨간색,나쁨,3480000
60906,gmc,jimmy,1997.0,355589,휘발유,자동,6,사륜구동,대형,SUV,초록색,나쁨,1560000
60907,buick,lasabre custom,2001.0,339499,휘발유,자동,6,후륜구동,대형,세단,파란색,훌륭함,1680000
60908,ford,fusion,2013.0,337754,휘발유,자동,4,후륜구동,중형,세단,빨간색,좋음,2640000
60909,kia,sedona,2006.0,323409,휘발유,자동,6,후륜구동,대형,미니밴,갈색,좋음,2340000
60910,mazda,mpv,2003.0,193080,휘발유,자동,6,후륜구동,대형,미니밴,갈색,나쁨,2640000
60911,chrysler,pt cruiser,2006.0,205952,휘발유,자동,4,후륜구동,준중형,웨건,빨간색,좋음,3960000
60912,chrysler,pt cruiser,2008.0,273530,휘발유,자동,4,후륜구동,중형,SUV,회색,좋음,4080000
60913,chrysler,pt cruiser,2007.0,93322,휘발유,자동,4,후륜구동,중형,웨건,파란색,훌륭함,7680000
60914,chevrolet,silverado c10,1987.0,6436,휘발유,자동,8,전륜구동,대형,픽업트럭,빨간색,훌륭함,14814000
60915,gmc,yukon slt,1998.0,328236,휘발유,자동,8,사륜구동,대형,SUV,갈색,좋음,6000000
60916,bmw,z3m,2001.0,93322,휘발유,수동,6,전륜구동,준중형,해치백,검은색,좋음,37200000
60917,chevrolet,silverado,2016.0,25011,휘발유,자동,8,사륜구동,대형,픽업트럭,흰색,새거같음,41400000
60918,gmc,sierra 1500,2018.0,93322,휘발유,자동,8,사륜구동,대형,트럭,은색,좋음,44154000
60919,jeep,liberty sport 4x4,2008.0,320208,휘발유,자동,6,사륜구동,대형,SUV,갈색,좋음,4314000
60920,subaru,impreza sport,2010.0,188253,휘발유,자동,4,사륜구동,중형,웨건,빨간색,훌륭함,7800000
60921,subaru,wrx,2004.0,271921,휘발유,자동,4,사륜구동,중형,웨건,은색,훌륭함,7080000
60922,cadillac,escalade platinum,2011.0,225581,휘발유,자동,8,사륜구동,대형,SUV,검은색,훌륭함,19080000
60923,volkswagen,beetle,2014.0,90104,휘발유,자동,5,후륜구동,준중형,컨버터블,검은색,훌륭함,19080000
60924,hyundai,veloster turbo,2016.0,27161,휘발유,수동,4,후륜구동,준중형,해치백,파란색,새거같음,21588000
60925,volvo,c70 convertible,2008.0,193080,휘발유,자동,5,후륜구동,대형,컨버터블,검은색,새거같음,7680000
60926,bmw,z3 convertible,2000.0,273530,휘발유,수동,6,전륜구동,중형,컨버터블,검은색,좋음,5940000
60927,honda,accord,2003.0,252613,휘발유,자동,4,후륜구동,중형,세단,회색,좋음,5520000
60928,buick,lesabre,2002.0,201125,휘발유,자동,6,후륜구동,대형,세단,갈색,좋음,4680000
60929,buick,lesabre,2005.0,92517,휘발유,자동,6,후륜구동,대형,세단,갈색,좋음,6720000
60930,honda,prelude si,1996.0,273530,휘발유,자동,4,후륜구동,중형,쿠페,초록색,좋음,4680000
60931,honda,cr-v,1998.0,280926,휘발유,자동,4,사륜구동,대형,SUV,초록색,좋음,3540000
60932,dodge,dakota,2005.0,113444,휘발유,자동,8,사륜구동,중형,픽업트럭,은색,좋음,11040000
60933,chevrolet,colorado,2016.0,10098,휘발유,자동,6,사륜구동,중형,픽업트럭,파란색,새거같음,35820000
60934,jeep,grand cherokee limited 4x4,2014.0,209,휘발유,자동,6,사륜구동,대형,SUV,검은색,훌륭함,17880000
60935,mercedes-benz,benz s550 4matic,2008.0,222363,휘발유,자동,8,사륜구동,대형,세단,검은색,훌륭함,14280000
60936,acura,mdx,2001.0,276519,휘발유,자동,6,사륜구동,대형,SUV,기타,좋음,2040000
60937,toyota,corolla,2016.0,80450,휘발유,자동,4,후륜구동,준중형,세단,은색,좋음,12000000
60938,honda,crv 4wd,2005.0,294447,휘발유,수동,4,사륜구동,소형,SUV,파란색,좋음,4560000
60939,dodge,challenger,2010.0,189862,휘발유,자동,6,전륜구동,대형,쿠페,검은색,새거같음,11040000
60940,honda,odyssey,2005.0,305710,휘발유,자동,6,후륜구동,대형,미니밴,갈색,좋음,2400000
60941,mazda,mazda5,2008.0,186644,휘발유,자동,4,후륜구동,중형,웨건,은색,좋음,5880000
60942,mazda,5,2009.0,246643,휘발유,자동,4,후륜구동,대형,해치백,회색,좋음,6480000
60943,mercedes-benz,c-class,2006.0,202734,휘발유,자동,6,사륜구동,대형,세단,은색,좋음,6480000
60944,subaru,impreza,2006.0,277822,휘발유,자동,4,사륜구동,중형,세단,회색,좋음,4680000
60945,dodge,grand caravan,2005.0,312146,휘발유,자동,6,후륜구동,대형,미니밴,파란색,나쁨,1920000
60946,chrysler,pt cruiser,2010.0,296056,휘발유,자동,4,후륜구동,중형,세단,파란색,좋음,3120000
